Participant,Trial no.,Colour,Position,North Accuracy,South Accuracy,R,Y,B
SJ2,12,Red,20,0,0,11,13,16
SJ2,13,Blue,20,0,0,11,13,16
SJ2,14,Red,20,0,0,11,13,16
SJ2,15,Yellow,20,1,0,11,13,16
SJ2,16,Blue,20,1,1,11,13,16
SJ2,17,Yellow,20,0,0,11,13,16
SJ2,18,Red,20,1,0,11,13,16
SJ2,19,Blue,20,0,0,11,13,16
SJ2,20,Yellow,20,1,0,11,13,16
SJ2,21,Red,20,1,0,11,13,16
SJ2,22,Blue,20,0,0,11,13,16
SJ2,23,Yellow,20,1,0,11,13,16
SJ2,24,Red,20,1,0,11,13,16
SJ2,25,Red,20,0,0,11,13,16
SJ2,26,Red,20,1,0,11,13,16
SJ2,27,Yellow,21,0,1,11,13,16
SJ2,28,Yellow,21,0,0,11,13,16
SJ2,29,Blue,21,0,0,11,13,16
SJ2,30,Blue,21,0,0,11,13,16
SJ2,31,Yellow,21,0,0,11,13,16
SJ2,32,Yellow,21,1,0,11,13,16
SJ2,33,Blue,21,0,1,11,13,16
SJ2,34,Red,21,1,0,11,13,16
SJ2,35,Blue,21,0,0,11,13,16
SJ2,36,Red,21,0,0,11,13,16
