experimenter	participant	trial	colour	direction	subject_position	accuracy	R 	Y 	B	B_N_Size	Y_N_Size	R_N_Size
SA	3	22	Red	North	2	1	6	11	13	small	large	small
SA	3	23	Blue 	South	7	1	6	11	13	small	large	small
SA	3	24	Yellow	North	-4	1	6	11	13	small	large	small
SA	3	25	Yellow	North	-3	0	6	11	13	small	large	small
SA	3	26	Yellow	North	-4	1	6	11	13	small	large	small
SA	3	27	Blue 	North	2	0	6	11	13	small	large	small
SA	3	28	Red	South	2	1	6	11	13	small	large	small
SA	3	29	Red	North	2	1	6	11	13	small	large	small
SA	3	30	Red	South	2	1	6	11	13	small	large	small
SA	3	31	Yellow	North	-4	1	6	11	13	small	large	small
SA	3	32	Yellow	South	-4	1	6	11	13	small	large	small
SA	3	33	Yellow	North	-4	1	6	11	13	small	large	small
SA	3	34	Blue 	North	3	0	6	11	13	small	large	small
SA	3	35	Blue 	North	3	0	6	11	13	small	large	small
SA	3	36	Blue 	South	2	0	6	11	13	small	large	small
SA	3	37	yellow	South	-3	1	6	11	13	small	large	small
SA	3	38	yellow	South	-3	1	6	11	13	small	large	small
SA	3	39	Yellow	North	-3	0	6	11	13	small	large	small
SA	3	40	Red	South	3	1	6	11	13	small	large	small
SA	3	41	Red	North	-4	1	6	11	13	small	large	small
SA	3	42	Red	South	-4	1	6	11	13	small	large	small
SA	3	43	Blue 	South	4	1	6	11	13	small	large	small
SA	3	44	Blue 	South	4	0	6	11	13	small	large	small
SA	3	45	Blue 	South	4	1	6	11	13	small	large	small
SA	3	1	Yellow 	North	4	0	10	12	16	large	small	large
SA	3	2	Yellow 	North	4	1	10	12	16	large	small	large
SA	3	3	Yellow 	South	4	1	10	12	16	large	small	large
SA	3	4	Red	North	-6	1	10	12	16	large	small	large
SA	3	5	Red	North	6	0	10	12	16	large	small	large
SA	3	6	Red	North	-5	1	10	12	16	large	small	large
SA	3	7	Blue	North	0	1	10	12	16	large	small	large
SA	3	8	Blue	South	-9	0	10	12	16	large	small	large
SA	3	9	Blue	North	-8	1	10	12	16	large	small	large
SA	3	10	Red	South	0	1	10	12	16	large	small	large
SA	3	11	Red	South	-2	1	10	12	16	large	small	large
SA	3	12	Red	North	-7	1	10	12	16	large	small	large
SA	3	13	Yellow 	North	4	0	10	12	16	large	small	large
SA	3	14	Yellow 	South	5	1	10	12	16	large	small	large
SA	3	15	Yellow 	South	6	1	10	12	16	large	small	large
SA	3	16	Blue	South	-7	0	10	12	16	large	small	large
SA	3	17	Blue	North	-7	0	10	12	16	large	small	large
SA	3	18	Blue	North	-7	1	10	12	16	large	small	large
SA	3	19	Blue	North	-7	1	10	12	16	large	small	large
SA	3	20	Blue	South	7	1	10	12	16	large	small	large
SA	3	21	Blue	North	8	0	10	12	16	large	small	large
SA	3	22	Red	South	-7	1	10	12	16	large	small	large
SA	3	23	Red	South	5	1	10	12	16	large	small	large
SA	3	24	Red	South	-7	0	10	12	16	large	small	large
SA	3	25	Yellow 	North	6	0	10	12	16	large	small	large
SA	3	26	Yellow 	South	7	1	10	12	16	large	small	large
SA	3	27	Yellow 	North	7	0	10	12	16	large	small	large
SA	3	28	Blue	North	-7	0	10	12	16	large	small	large
SA	3	29	Blue	North	-7	0	10	12	16	large	small	large
SA	3	30	Blue	South	-8	0	10	12	16	large	small	large
SA	3	31	Red	North	-6	1	10	12	16	large	small	large
SA	3	32	Red	South	-8	1	10	12	16	large	small	large
SA	3	33	Red	North	-9	1	10	12	16	large	small	large
SA	3	34	Yellow 	South	5	1	10	12	16	large	small	large
SA	3	35	Yellow 	North	-8	1	10	12	16	large	small	large
SA	3	36	Yellow 	South	-9	0	10	12	16	large	small	large
SA	3	37	Blue	North	-9	1	10	12	16	large	small	large
SA	3	38	Blue	South	-9	0	10	12	16	large	small	large
SA	3	39	Blue	North	-8	1	10	12	16	large	small	large
SA	3	40	Red	South	-7	1	10	12	16	large	small	large
SA	3	41	Red	North	-8	1	10	12	16	large	small	large
SA	3	42	Red	South	7	1	10	12	16	large	small	large
SA	3	43	Yellow 	North	5	0	10	12	16	large	small	large
SA	3	44	Yellow 	South	-8	0	10	12	16	large	small	large
SA	3	45	Yellow 	North	-9	1	10	12	16	large	small	large
