experimenter	participant	trial	colour	direction	subject_position	accuracy	R 	Y 	B	B_N_Size	Y_N_Size	R_N_Size
AM	2	27	R	North	-4	1	9.5	11.5	15.5	large	small	large
AM	2	28	B	North	-4	0	9.5	11.5	15.5	large	small	large
AM	2	29	R	South	-3	0	9.5	11.5	15.5	large	small	large
AM	2	30	R	South	-6	0	9.5	11.5	15.5	large	small	large
AM	2	31	B	North	-8	1	9.5	11.5	15.5	large	small	large
AM	2	32	B	North	-9	0	9.5	11.5	15.5	large	small	large
AM	2	33	Y	South	5	1	9.5	11.5	15.5	large	small	large
AM	2	34	Y	South	6	1	9.5	11.5	15.5	large	small	large
AM	2	35	R	South	-4	0	9.5	11.5	15.5	large	small	large
AM	2	36	Y	North	4	0	9.5	11.5	15.5	large	small	large
AM	2	37	R	North	-6	1	9.5	11.5	15.5	large	small	large
AM	2	38	B	South	-9	0	9.5	11.5	15.5	large	small	large
AM	2	39	R	South	-3	0	9.5	11.5	15.5	large	small	large
AM	2	40	R	South	-4	1	9.5	11.5	15.5	large	small	large
AM	2	41	B	North	-11	1	9.5	11.5	15.5	large	small	large
AM	2	42	Y	North	6	0	9.5	11.5	15.5	large	small	large
AM	2	43	B	South	-9	0	9.5	11.5	15.5	large	small	large
AM	2	44	Y	North	-4	1	9.5	11.5	15.5	large	small	large
AM	2	45	Y	North	5	1	9.5	11.5	15.5	large	small	large
AM	3	1	R	North	-1	1	6.5	12.5	14.5	large	small	large
AM	3	2	Y	South	-8	0	6.5	12.5	14.5	large	small	large
AM	3	3	B	North	3	0	6.5	12.5	14.5	large	small	large
AM	3	4	Y	South	2	0	6.5	12.5	14.5	large	small	large
AM	3	5	B	South	-5	0	6.5	12.5	14.5	large	small	large
AM	3	6	R	North	0	0	6.5	12.5	14.5	large	small	large
AM	3	7	R	North	0	0	6.5	12.5	14.5	large	small	large
AM	3	8	B	South	5	1	6.5	12.5	14.5	large	small	large
AM	3	9	Y	South	4	1	6.5	12.5	14.5	large	small	large
AM	3	10	B	South	8	1	6.5	12.5	14.5	large	small	large
AM	3	11	Y	North	1	0	6.5	12.5	14.5	large	small	large
AM	3	12	R	South	1	1	6.5	12.5	14.5	large	small	large
AM	3	13	B	South	-8	1	6.5	12.5	14.5	large	small	large
AM	3	14	Y	North	-5	1	6.5	12.5	14.5	large	small	large
AM	3	15	Y	South	5	0	6.5	12.5	14.5	large	small	large
AM	3	16	R	South	-4	0	6.5	12.5	14.5	large	small	large
AM	3	17	R	North	-5	1	6.5	12.5	14.5	large	small	large
AM	3	18	B	North	4	0	6.5	12.5	14.5	large	small	large
AM	3	19	Y	South	3	0	6.5	12.5	14.5	large	small	large
AM	3	20	R	South	3	1	6.5	12.5	14.5	large	small	large
AM	3	21	B	North	0	0	6.5	12.5	14.5	large	small	large
AM	3	22	R	South	1	1	6.5	12.5	14.5	large	small	large
AM	3	23	B	South	2	0	6.5	12.5	14.5	large	small	large
AM	3	24	Y	South	-4	0	6.5	12.5	14.5	large	small	large
AM	3	25	R	North	4	1	6.5	12.5	14.5	large	small	large
AM	3	26	Y	South	-11	0	6.5	12.5	14.5	large	small	large
AM	3	27	B	North	1	1	6.5	12.5	14.5	large	small	large
AM	3	28	R	South	1	1	6.5	12.5	14.5	large	small	large
AM	3	29	Y	South	-4	0	6.5	12.5	14.5	large	small	large
AM	3	30	R	South	3	1	6.5	12.5	14.5	large	small	large
AM	3	31	Y	North	-5	1	6.5	12.5	14.5	large	small	large
AM	3	32	B	South	5	1	6.5	12.5	14.5	large	small	large
AM	3	33	R	North	-2	1	6.5	12.5	14.5	large	small	large
AM	3	34	B	South	4	1	6.5	12.5	14.5	large	small	large
AM	3	35	B	South	-8	0	6.5	12.5	14.5	large	small	large
AM	3	36	Y	North	1	1	6.5	12.5	14.5	large	small	large
AM	3	37	Y	South	4	1	6.5	12.5	14.5	large	small	large
AM	3	38	B	North	4	0	6.5	12.5	14.5	large	small	large
AM	3	39	R	North	-4	1	6.5	12.5	14.5	large	small	large
AM	3	40	R	North	0	1	6.5	12.5	14.5	large	small	large
AM	3	41	B	South	4	0	6.5	12.5	14.5	large	small	large
AM	3	42	B	South	3	1	6.5	12.5	14.5	large	small	large
AM	3	43	Y	South	-4	1	6.5	12.5	14.5	large	small	large
AM	3	44	Y	South	-5	0	6.5	12.5	14.5	large	small	large
AM	3	45	R	South	5	1	6.5	12.5	14.5	large	small	large
AM	3	1	R	North	1	0	11.5	13.5	18.5	small	large	small
AM	3	2	Y	North	-4	0	11.5	13.5	18.5	small	large	small
AM	3	3	Y	South	0	1	11.5	13.5	18.5	small	large	small
AM	3	4	B	South	-2	0	11.5	13.5	18.5	small	large	small
AM	3	5	R	North	-2	1	11.5	13.5	18.5	small	large	small
AM	3	6	R	North	8	0	11.5	13.5	18.5	small	large	small
AM	3	7	B	South	-2	0	11.5	13.5	18.5	small	large	small
AM	3	8	B	South	-3	0	11.5	13.5	18.5	small	large	small
AM	3	9	Y	North	5	0	11.5	13.5	18.5	small	large	small
AM	3	10	Y	North	5	0	11.5	13.5	18.5	small	large	small
AM	3	11	B	North	1	0	11.5	13.5	18.5	small	large	small
AM	3	12	R	South	2	1	11.5	13.5	18.5	small	large	small
AM	3	13	Y	North	-2	0	11.5	13.5	18.5	small	large	small
AM	3	14	R	North	0	0	11.5	13.5	18.5	small	large	small
AM	3	15	Y	South	2	0	11.5	13.5	18.5	small	large	small
AM	3	16	R	South	-2	0	11.5	13.5	18.5	small	large	small
AM	3	17	B	North	2	0	11.5	13.5	18.5	small	large	small
AM	3	18	B	North	1	0	11.5	13.5	18.5	small	large	small
AM	3	19	B	South	8	1	11.5	13.5	18.5	small	large	small
AM	3	20	R	North	-2	0	11.5	13.5	18.5	small	large	small
AM	3	21	B	North	1	0	11.5	13.5	18.5	small	large	small
AM	3	22	Y	South	3	1	11.5	13.5	18.5	small	large	small
AM	3	23	R	South	2	1	11.5	13.5	18.5	small	large	small
AM	3	24	Y	North	-4	1	11.5	13.5	18.5	small	large	small
AM	3	25	B	South	8	1	11.5	13.5	18.5	small	large	small
AM	3	26	R	North	-3	0	11.5	13.5	18.5	small	large	small
AM	3	27	Y	North	-4	0	11.5	13.5	18.5	small	large	small
AM	3	28	B	South	7	1	11.5	13.5	18.5	small	large	small
AM	3	29	R	North	-6	1	11.5	13.5	18.5	small	large	small
AM	3	30	B	South	0	1	11.5	13.5	18.5	small	large	small
AM	3	31	Y	South	-2	0	11.5	13.5	18.5	small	large	small
AM	3	32	R	North	4	1	11.5	13.5	18.5	small	large	small
AM	3	33	R	South	3	1	11.5	13.5	18.5	small	large	small
AM	3	34	Y	South	-4	1	11.5	13.5	18.5	small	large	small
AM	3	35	B	South	-4	0	11.5	13.5	18.5	small	large	small
AM	3	36	Y	South	4	1	11.5	13.5	18.5	small	large	small
AM	3	37	R	South	5	1	11.5	13.5	18.5	small	large	small
AM	3	38	B	South	4	0	11.5	13.5	18.5	small	large	small
AM	3	39	Y	South	-2	0	11.5	13.5	18.5	small	large	small
AM	3	40	B	South	4	0	11.5	13.5	18.5	small	large	small
AM	3	41	R	North	1	0	11.5	13.5	18.5	small	large	small
AM	3	42	Y	North	-2	1	11.5	13.5	18.5	small	large	small
AM	3	43	B	North	3	0	11.5	13.5	18.5	small	large	small
AM	3	44	R	South	-2	0	11.5	13.5	18.5	small	large	small
AM	3	45	Y	North	-3	0	11.5	13.5	18.5	small	large	small
FP	1	1	B	South	3	0	5	10.5	12.5	small	large	small
FP	1	2	Y	North	-1	1	5	10.5	12.5	small	large	small
FP	1	3	R	South	1	1	5	10.5	12.5	small	large	small
FP	1	4	Y	North	-2	0	5	10.5	12.5	small	large	small
FP	1	5	R	South	1	1	5	10.5	12.5	small	large	small
FP	1	6	B	South	1	0	5	10.5	12.5	small	large	small
FP	1	7	B	South	1	1	5	10.5	12.5	small	large	small
FP	1	8	R	South	1	1	5	10.5	12.5	small	large	small
FP	1	9	Y	South	-1	0	5	10.5	12.5	small	large	small
FP	1	10	R	North	1	1	5	10.5	12.5	small	large	small
FP	1	11	R	South	1	1	5	10.5	12.5	small	large	small
FP	1	12	B	South	1	0	5	10.5	12.5	small	large	small
FP	1	13	R	South	1	1	5	10.5	12.5	small	large	small
FP	1	14	Y	South	-2	0	5	10.5	12.5	small	large	small
FP	1	15	B	South	2	0	5	10.5	12.5	small	large	small
FP	1	16	B	South	2	0	5	10.5	12.5	small	large	small
FP	1	17	Y	South	-2	1	5	10.5	12.5	small	large	small
FP	1	18	Y	South	-2	1	5	10.5	12.5	small	large	small
FP	1	19	R	South	1	1	5	10.5	12.5	small	large	small
FP	1	20	B	North	3	0	5	10.5	12.5	small	large	small
FP	1	21	B	South	3	0	5	10.5	12.5	small	large	small
FP	1	22	B	North	5	0	5	10.5	12.5	small	large	small
FP	1	23	Y	South	-5	0	5	10.5	12.5	small	large	small
FP	1	24	R	North	1	1	5	10.5	12.5	small	large	small
FP	1	25	Y	South	-9	0	5	10.5	12.5	small	large	small
FP	1	26	R	South	0	1	5	10.5	12.5	small	large	small
FP	1	27	Y	South	-7	0	5	10.5	12.5	small	large	small
FP	1	28	Y	North	-7	1	5	10.5	12.5	small	large	small
FP	1	29	B	South	-7	0	5	10.5	12.5	small	large	small
FP	1	30	R	South	0	1	5	10.5	12.5	small	large	small
FP	1	31	Y	North	-7	1	5	10.5	12.5	small	large	small
FP	1	32	R	North	0	1	5	10.5	12.5	small	large	small
FP	1	33	B	North	8	0	5	10.5	12.5	small	large	small
FP	1	34	Y	South	-6	0	5	10.5	12.5	small	large	small
FP	1	35	R	South	0	1	5	10.5	12.5	small	large	small
FP	1	36	B	North	6	1	5	10.5	12.5	small	large	small
FP	1	37	R	North	0	1	5	10.5	12.5	small	large	small
FP	1	38	R	North	0	1	5	10.5	12.5	small	large	small
FP	1	39	B	North	7	0	5	10.5	12.5	small	large	small
FP	1	40	R	North	0	1	5	10.5	12.5	small	large	small
FP	1	41	Y	North	-6	1	5	10.5	12.5	small	large	small
FP	1	42	Y	North	-6	1	5	10.5	12.5	small	large	small
FP	1	43	B	South	-7	0	5	10.5	12.5	small	large	small
FP	1	44	B	North	-7	1	5	10.5	12.5	small	large	small
FP	1	45	Y	North	-6	1	5	10.5	12.5	small	large	small
FP	1	1	Y	North	6	0	9.5	11.5	15	large	small	large
FP	1	2	R	North	-5	1	9.5	11.5	15	large	small	large
FP	1	3	Y	South	8	1	9.5	11.5	15	large	small	large
FP	1	4	R	North	-7	1	9.5	11.5	15	large	small	large
FP	1	5	B	South	-11	0	9.5	11.5	15	large	small	large
FP	1	6	B	North	-11	1	9.5	11.5	15	large	small	large
FP	1	7	Y	South	8	1	9.5	11.5	15	large	small	large
FP	1	8	B	North	-11	1	9.5	11.5	15	large	small	large
FP	1	9	R	South	-5	0	9.5	11.5	15	large	small	large
FP	1	10	Y	North	7	0	9.5	11.5	15	large	small	large
FP	1	11	B	North	-11	1	9.5	11.5	15	large	small	large
FP	1	12	B	North	-11	1	9.5	11.5	15	large	small	large
FP	1	13	R	South	-4	0	9.5	11.5	15	large	small	large
FP	1	14	R	South	-4	1	9.5	11.5	15	large	small	large
FP	1	15	Y	North	6	0	9.5	11.5	15	large	small	large
FP	1	16	Y	South	6	0	9.5	11.5	15	large	small	large
FP	1	17	R	North	-6	1	9.5	11.5	15	large	small	large
FP	1	18	B	South	-11	0	9.5	11.5	15	large	small	large
FP	1	19	Y	South	7	1	9.5	11.5	15	large	small	large
FP	1	20	B	South	-11	0	9.5	11.5	15	large	small	large
FP	1	21	R	South	-5	0	9.5	11.5	15	large	small	large
FP	1	22	Y	North	6	0	9.5	11.5	15	large	small	large
FP	1	23	R	South	-5	0	9.5	11.5	15	large	small	large
FP	1	24	R	South	-5	0	9.5	11.5	15	large	small	large
FP	1	25	Y	North	7	1	9.5	11.5	15	large	small	large
FP	1	26	B	North	-11	1	9.5	11.5	15	large	small	large
FP	1	27	B	South	-11	0	9.5	11.5	15	large	small	large
FP	1	28	B	North	-11	1	9.5	11.5	15	large	small	large
FP	1	29	Y	South	10	1	9.5	11.5	15	large	small	large
FP	1	30	R	North	-4	1	9.5	11.5	15	large	small	large
FP	1	31	B	North	-11	1	9.5	11.5	15	large	small	large
FP	1	32	R	North	-3	0	9.5	11.5	15	large	small	large
FP	1	33	B	South	-11	0	9.5	11.5	15	large	small	large
FP	1	34	Y	South	7	1	9.5	11.5	15	large	small	large
FP	1	35	Y	South	7	1	9.5	11.5	15	large	small	large
FP	1	36	R	North	-4	1	9.5	11.5	15	large	small	large
FP	1	37	B	South	-11	0	9.5	11.5	15	large	small	large
FP	1	38	R	North	-3	1	9.5	11.5	15	large	small	large
FP	1	39	R	South	-3	0	9.5	11.5	15	large	small	large
FP	1	40	R	South	-3	0	9.5	11.5	15	large	small	large
FP	1	41	Y	North	6	1	9.5	11.5	15	large	small	large
FP	1	42	B	North	-11	1	9.5	11.5	15	large	small	large
FP	1	43	B	South	-11	0	9.5	11.5	15	large	small	large
FP	1	44	Y	South	5	1	9.5	11.5	15	large	small	large
FP	1	45	Y	South	5	1	9.5	11.5	15	large	small	large
FP	2	1	Y	South	0	0	5	10	12	large	small	large
FP	2	2	B	South	0	1	5	10	12	large	small	large
FP	2	3	R	North	0	1	5	10	12	large	small	large
FP	2	4	Y	South	2	0	5	10	12	large	small	large
FP	2	5	R	South	-1	1	5	10	12	large	small	large
FP	2	6	B	North	-4	0	5	10	12	large	small	large
FP	2	7	B	South	-5	1	5	10	12	large	small	large
FP	2	8	R	North	0	1	5	10	12	large	small	large
FP	2	9	Y	North	3	1	5	10	12	large	small	large
FP	2	10	R	North	0	1	5	10	12	large	small	large
FP	2	11	Y	North	4	0	5	10	12	large	small	large
FP	2	12	B	North	-5	1	5	10	12	large	small	large
FP	2	13	Y	North	5	0	5	10	12	large	small	large
FP	2	14	B	South	2	0	5	10	12	large	small	large
FP	2	15	R	North	0	1	5	10	12	large	small	large
FP	2	16	Y	South	4	0	5	10	12	large	small	large
FP	2	17	B	North	-5	1	5	10	12	large	small	large
FP	2	18	R	South	1	1	5	10	12	large	small	large
FP	2	19	B	South	-4	0	5	10	12	large	small	large
FP	2	20	R	South	-2	1	5	10	12	large	small	large
FP	2	21	Y	North	-4	1	5	10	12	large	small	large
FP	2	22	B	South	-6	0	5	10	12	large	small	large
FP	2	23	Y	South	-3	0	5	10	12	large	small	large
FP	2	24	R	North	0	1	5	10	12	large	small	large
FP	2	25	Y	South	3	0	5	10	12	large	small	large
FP	2	26	B	North	-7	1	5	10	12	large	small	large
FP	2	27	R	South	-1	1	5	10	12	large	small	large
FP	2	28	Y	North	2	1	5	10	12	large	small	large
FP	2	29	B	South	-5	0	5	10	12	large	small	large
FP	2	30	R	North	0	1	5	10	12	large	small	large
FP	2	31	Y	South	0	1	5	10	12	large	small	large
FP	2	32	B	South	-4	0	5	10	12	large	small	large
FP	2	33	Y	South	2	0	5	10	12	large	small	large
FP	2	34	R	South	0	1	5	10	12	large	small	large
FP	2	35	B	South	-7	0	5	10	12	large	small	large
FP	2	36	R	South	-1	1	5	10	12	large	small	large
FP	2	37	Y	South	-4	0	5	10	12	large	small	large
FP	2	38	R	South	0	1	5	10	12	large	small	large
FP	2	39	R	North	-1	1	5	10	12	large	small	large
FP	2	40	Y	South	-6	0	5	10	12	large	small	large
FP	2	41	B	South	-12	0	5	10	12	large	small	large
FP	2	42	B	South	-12	0	5	10	12	large	small	large
FP	2	43	B	North	-12	1	5	10	12	large	small	large
FP	2	44	R	South	0	1	5	10	12	large	small	large
FP	2	45	Y	North	-4	1	5	10	12	large	small	large
FP	2	1	R	South	3	1	9	11	15.5	small	large	small
FP	2	2	B	North	9	0	9	11	15.5	small	large	small
FP	2	3	Y	South	-5	0	9	11	15.5	small	large	small
FP	2	4	R	North	-5	1	9	11	15.5	small	large	small
FP	2	5	R	South	-4	0	9	11	15.5	small	large	small
FP	2	6	B	North	-9	1	9	11	15.5	small	large	small
FP	2	7	B	South	-6	0	9	11	15.5	small	large	small
FP	2	8	Y	South	-6	0	9	11	15.5	small	large	small
FP	2	9	Y	North	-10	1	9	11	15.5	small	large	small
FP	2	10	Y	South	-3	1	9	11	15.5	small	large	small
FP	2	11	R	South	-4	0	9	11	15.5	small	large	small
FP	2	12	R	North	-3	1	9	11	15.5	small	large	small
FP	2	13	B	North	-8	0	9	11	15.5	small	large	small
FP	2	14	B	North	-5	0	9	11	15.5	small	large	small
FP	2	15	Y	North	0	0	9	11	15.5	small	large	small
FP	2	16	R	South	4	0	9	11	15.5	small	large	small
FP	2	17	Y	North	5	1	9	11	15.5	small	large	small
FP	2	18	B	South	8	0	9	11	15.5	small	large	small
FP	2	19	Y	South	3	1	9	11	15.5	small	large	small
FP	2	20	R	South	3	1	9	11	15.5	small	large	small
FP	2	21	B	South	-7	0	9	11	15.5	small	large	small
FP	2	22	R	South	-7	1	9	11	15.5	small	large	small
FP	2	23	Y	South	-5	0	9	11	15.5	small	large	small
FP	2	24	B	South	-11	0	9	11	15.5	small	large	small
FP	2	25	B	North	-15	1	9	11	15.5	small	large	small
FP	2	26	Y	North	-12	1	9	11	15.5	small	large	small
FP	2	27	R	South	6	1	9	11	15.5	small	large	small
FP	2	28	B	North	-9	1	9	11	15.5	small	large	small
FP	2	29	Y	North	-9	1	9	11	15.5	small	large	small
FP	2	30	R	South	-3	1	9	11	15.5	small	large	small
FP	2	31	R	South	-5	0	9	11	15.5	small	large	small
FP	2	32	Y	South	-5	1	9	11	15.5	small	large	small
FP	2	33	B	South	-12	0	9	11	15.5	small	large	small
FP	2	34	R	North	0	0	9	11	15.5	small	large	small
FP	2	35	B	North	-12	1	9	11	15.5	small	large	small
FP	2	36	Y	North	4	0	9	11	15.5	small	large	small
FP	2	37	B	North	7	0	9	11	15.5	small	large	small
FP	2	38	Y	South	-1	1	9	11	15.5	small	large	small
FP	2	39	R	North	2	0	9	11	15.5	small	large	small
FP	2	40	B	South	6	0	9	11	15.5	small	large	small
FP	2	41	Y	North	-6	1	9	11	15.5	small	large	small
FP	2	42	B	North	-7	1	9	11	15.5	small	large	small
FP	2	43	R	South	9	1	9	11	15.5	small	large	small
FP	2	44	R	South	5	1	9	11	15.5	small	large	small
FP	2	45	Y	South	-6	1	9	11	15.5	small	large	small
FP	3	1	B	North	-3	1	6.5	12.5	14.5	small	large	small
FP	3	2	Y	South	1	1	6.5	12.5	14.5	small	large	small
FP	3	3	R	North	0	1	6.5	12.5	14.5	small	large	small
FP	3	4	Y	North	2	0	6.5	12.5	14.5	small	large	small
FP	3	5	B	South	9	1	6.5	12.5	14.5	small	large	small
FP	3	6	R	North	2	1	6.5	12.5	14.5	small	large	small
FP	3	7	B	North	0	1	6.5	12.5	14.5	small	large	small
FP	3	8	Y	North	4	0	6.5	12.5	14.5	small	large	small
FP	3	9	R	North	0	1	6.5	12.5	14.5	small	large	small
FP	3	10	Y	North	4	0	6.5	12.5	14.5	small	large	small
FP	3	11	R	North	0	1	6.5	12.5	14.5	small	large	small
FP	3	12	B	North	5	0	6.5	12.5	14.5	small	large	small
FP	3	13	R	South	0	1	6.5	12.5	14.5	small	large	small
FP	3	14	R	North	0	1	6.5	12.5	14.5	small	large	small
FP	3	15	Y	North	2	0	6.5	12.5	14.5	small	large	small
FP	3	16	B	North	-3	1	6.5	12.5	14.5	small	large	small
FP	3	17	B	North	9	0	6.5	12.5	14.5	small	large	small
FP	3	18	Y	North	-8	1	6.5	12.5	14.5	small	large	small
FP	3	19	Y	South	0	1	6.5	12.5	14.5	small	large	small
FP	3	20	B	South	4	0	6.5	12.5	14.5	small	large	small
FP	3	21	B	North	10	0	6.5	12.5	14.5	small	large	small
FP	3	22	B	North	2	0	6.5	12.5	14.5	small	large	small
FP	3	23	Y	South	-2	1	6.5	12.5	14.5	small	large	small
FP	3	24	Y	North	-5	0	6.5	12.5	14.5	small	large	small
FP	3	25	R	South	0	1	6.5	12.5	14.5	small	large	small
FP	3	26	R	North	0	1	6.5	12.5	14.5	small	large	small
FP	3	27	R	South	0	1	6.5	12.5	14.5	small	large	small
FP	3	28	B	South	5	1	6.5	12.5	14.5	small	large	small
FP	3	29	Y	North	-3	0	6.5	12.5	14.5	small	large	small
FP	3	30	R	South	0	1	6.5	12.5	14.5	small	large	small
FP	3	31	R	North	4	0	6.5	12.5	14.5	small	large	small
FP	3	32	B	North	-5	1	6.5	12.5	14.5	small	large	small
FP	3	33	B	South	8	1	6.5	12.5	14.5	small	large	small
FP	3	34	R	South	0	1	6.5	12.5	14.5	small	large	small
FP	3	35	Y	South	5	0	6.5	12.5	14.5	small	large	small
FP	3	36	Y	North	3	0	6.5	12.5	14.5	small	large	small
FP	3	37	B	South	5	0	6.5	12.5	14.5	small	large	small
FP	3	38	Y	North	-5	1	6.5	12.5	14.5	small	large	small
FP	3	39	R	North	0	1	6.5	12.5	14.5	small	large	small
FP	3	40	Y	North	-11	1	6.5	12.5	14.5	small	large	small
FP	3	41	R	South	0	1	6.5	12.5	14.5	small	large	small
FP	3	42	B	North	-9	1	6.5	12.5	14.5	small	large	small
FP	3	43	R	South	0	1	6.5	12.5	14.5	small	large	small
FP	3	44	Y	South	9	1	6.5	12.5	14.5	small	large	small
FP	3	45	B	North	-5	1	6.5	12.5	14.5	small	large	small
FP	3	1	B	South	-9	0	11.5	13.5	18.5	large	small	large
FP	3	2	R	North	-8	1	11.5	13.5	18.5	large	small	large
FP	3	3	R	North	0	1	11.5	13.5	18.5	large	small	large
FP	3	4	B	South	-16	0	11.5	13.5	18.5	large	small	large
FP	3	5	Y	North	8	0	11.5	13.5	18.5	large	small	large
FP	3	6	Y	North	8	0	11.5	13.5	18.5	large	small	large
FP	3	7	B	North	-17	1	11.5	13.5	18.5	large	small	large
FP	3	8	R	South	8	1	11.5	13.5	18.5	large	small	large
FP	3	9	Y	North	13	0	11.5	13.5	18.5	large	small	large
FP	3	10	B	South	-11	0	11.5	13.5	18.5	large	small	large
FP	3	11	R	South	-1	0	11.5	13.5	18.5	large	small	large
FP	3	12	Y	North	-6	0	11.5	13.5	18.5	large	small	large
FP	3	13	B	South	-17	0	11.5	13.5	18.5	large	small	large
FP	3	14	Y	North	8	0	11.5	13.5	18.5	large	small	large
FP	3	15	Y	North	8	0	11.5	13.5	18.5	large	small	large
FP	3	16	R	North	-1	1	11.5	13.5	18.5	large	small	large
FP	3	17	R	South	-1	1	11.5	13.5	18.5	large	small	large
FP	3	18	B	North	-7	0	11.5	13.5	18.5	large	small	large
FP	3	19	R	South	-3	0	11.5	13.5	18.5	large	small	large
FP	3	20	B	North	-3	0	11.5	13.5	18.5	large	small	large
FP	3	21	Y	South	6	1	11.5	13.5	18.5	large	small	large
FP	3	22	Y	South	-6	0	11.5	13.5	18.5	large	small	large
FP	3	23	R	North	-2	1	11.5	13.5	18.5	large	small	large
FP	3	24	R	North	0	0	11.5	13.5	18.5	large	small	large
FP	3	25	B	North	-16	1	11.5	13.5	18.5	large	small	large
FP	3	26	B	South	16	1	11.5	13.5	18.5	large	small	large
FP	3	27	Y	South	16	1	11.5	13.5	18.5	large	small	large
FP	3	28	Y	North	6	0	11.5	13.5	18.5	large	small	large
FP	3	29	B	South	-14	0	11.5	13.5	18.5	large	small	large
FP	3	30	R	South	-2	1	11.5	13.5	18.5	large	small	large
FP	3	31	Y	North	12	0	11.5	13.5	18.5	large	small	large
FP	3	32	R	North	-2	1	11.5	13.5	18.5	large	small	large
FP	3	33	R	South	-2	1	11.5	13.5	18.5	large	small	large
FP	3	34	B	South	-16	0	11.5	13.5	18.5	large	small	large
FP	3	35	B	North	-18	1	11.5	13.5	18.5	large	small	large
FP	3	36	Y	South	2	0	11.5	13.5	18.5	large	small	large
FP	3	37	B	South	-16	0	11.5	13.5	18.5	large	small	large
FP	3	38	R	North	-4	1	11.5	13.5	18.5	large	small	large
FP	3	39	Y	North	8	0	11.5	13.5	18.5	large	small	large
FP	3	40	R	North	-3	1	11.5	13.5	18.5	large	small	large
FP	3	41	R	South	-3	0	11.5	13.5	18.5	large	small	large
FP	3	42	Y	South	8	1	11.5	13.5	18.5	large	small	large
FP	3	43	Y	North	4	0	11.5	13.5	18.5	large	small	large
FP	3	44	B	North	-17	1	11.5	13.5	18.5	large	small	large
FP	3	45	B	North	10	0	11.5	13.5	18.5	large	small	large
BS	1	1	R	North	-1	1	6	11.5	13.5	large	small	large
BS	1	2	B	North	-2	1	6	11.5	13.5	large	small	large
BS	1	3	Y   	North	1	0	6	11.5	13.5	large	small	large
BS	1	4	B	South	-2	1	6	11.5	13.5	large	small	large
BS	1	5	Y   	North	1	1	6	11.5	13.5	large	small	large
BS	1	6	B	South	-2	0	6	11.5	13.5	large	small	large
BS	1	7	R	South	-1	1	6	11.5	13.5	large	small	large
BS	1	8	Y   	South	0	0	6	11.5	13.5	large	small	large
BS	1	9	R	North	0	1	6	11.5	13.5	large	small	large
BS	1	10	B	North	-2	1	6	11.5	13.5	large	small	large
BS	1	11	B	South	0	0	6	11.5	13.5	large	small	large
BS	1	12	R	South	0	1	6	11.5	13.5	large	small	large
BS	1	13	Y	North	0	1	6	11.5	13.5	large	small	large
BS	1	14	R	South	-1	1	6	11.5	13.5	large	small	large
BS	1	15	B	South	-1	1	6	11.5	13.5	large	small	large
BS	1	16	Y	South	-1	0	6	11.5	13.5	large	small	large
BS	1	17	Y	South	0	1	6	11.5	13.5	large	small	large
BS	1	18	R	North	0	1	6	11.5	13.5	large	small	large
BS	1	19	R	North	-1	1	6	11.5	13.5	large	small	large
BS	1	20	B	South	-1	0	6	11.5	13.5	large	small	large
BS	1	21	B	North	-1	1	6	11.5	13.5	large	small	large
BS	1	22	Y	South	0	0	6	11.5	13.5	large	small	large
BS	1	23	Y	North	1	0	6	11.5	13.5	large	small	large
BS	1	24	Y	North	1	1	6	11.5	13.5	large	small	large
BS	1	25	R	North	-1	1	6	11.5	13.5	large	small	large
BS	1	26	B	South	0	1	6	11.5	13.5	large	small	large
BS	1	27	R	South	-1	1	6	11.5	13.5	large	small	large
BS	1	28	Y	North	1	1	6	11.5	13.5	large	small	large
BS	1	29	R	North	-1	1	6	11.5	13.5	large	small	large
BS	1	30	B	North	-2	0	6	11.5	13.5	large	small	large
BS	1	31	Y	North	0	0	6	11.5	13.5	large	small	large
BS	1	32	B	South	-1	1	6	11.5	13.5	large	small	large
BS	1	33	R	South	-1	1	6	11.5	13.5	large	small	large
BS	1	34	R	North	-1	1	6	11.5	13.5	large	small	large
BS	1	35	B	North	-1	0	6	11.5	13.5	large	small	large
BS	1	36	Y	North	0	1	6	11.5	13.5	large	small	large
BS	1	37	R	North	-1	1	6	11.5	13.5	large	small	large
BS	1	38	Y	South	0	1	6	11.5	13.5	large	small	large
BS	1	39	B	South	-1	0	6	11.5	13.5	large	small	large
BS	1	40	B	South	0	0	6	11.5	13.5	large	small	large
BS	1	41	Y	South	-1	0	6	11.5	13.5	large	small	large
BS	1	42	R	North	-1	1	6	11.5	13.5	large	small	large
BS	1	43	R	South	-1	1	6	11.5	13.5	large	small	large
BS	1	44	Y	South	-1	0	6	11.5	13.5	large	small	large
BS	1	45	B	South	-1	1	6	11.5	13.5	large	small	large
BS	1	1	R	South	1	0	10.5	12.5	17	small	large	small
BS	1	2	B	South	1	0	10.5	12.5	17	small	large	small
BS	1	3	R	South	0	0	10.5	12.5	17	small	large	small
BS	1	4	Y  	North	-1	0	10.5	12.5	17	small	large	small
BS	1	5	B	South	1	0	10.5	12.5	17	small	large	small
BS	1	6	B	North	1	0	10.5	12.5	17	small	large	small
BS	1	7	R	South	1	1	10.5	12.5	17	small	large	small
BS	1	8	Y	North	-2	0	10.5	12.5	17	small	large	small
BS	1	9	Y	South	-1	1	10.5	12.5	17	small	large	small
